"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","CU_NAME","GrantId","DateAwarded","Amount","Grantor","OtherGrantor","GrantType"
60689,12/31/2013 0:00:00,15104,"COOK AREA",3449,6/5/2013 0:00:00,3500,"National Credit Union Foundation","","Program Grant"
60738,12/31/2013 0:00:00,15149,"JEFFERSON FINANCIAL",482,8/25/2010 0:00:00,6050,"National Credit Union Foundation","","Program Grant"
60738,12/31/2013 0:00:00,15149,"JEFFERSON FINANCIAL",3534,9/24/2013 0:00:00,1097000,"Community Development Financial Institutions Fund","","Program Grant"
60787,12/31/2013 0:00:00,15194,"RAILWAY",3091,11/7/2012 0:00:00,25000,"Other","NCUA Community Development Revolving Loan Fund","Not Collected"
60880,12/31/2013 0:00:00,15273,"DEKALB COUNTY",485,4/14/2009 0:00:00,2500,"Association of Credit Union Leagues",,"Not Collected"
60923,12/31/2013 0:00:00,15311,"PARK MANOR CHRISTIAN CHURCH",3660,6/30/2012 0:00:00,3800,"NCUA Technical Assistance Program","","Program Grant"
61135,12/31/2013 0:00:00,15504,"SPACE CITY",489,5/23/2011 0:00:00,1750,"National Credit Union Foundation",,"Not Collected"
61135,12/31/2013 0:00:00,15504,"SPACE CITY",2680,5/31/2012 0:00:00,1500,"National Credit Union Foundation","","Not Collected"
61135,12/31/2013 0:00:00,15504,"SPACE CITY",3333,7/10/2013 0:00:00,2500,"National Credit Union Foundation","","Not Collected"
61232,12/31/2013 0:00:00,15593,"PEORIA HIWAY",3117,11/21/2012 0:00:00,865,"Other","Illinois Credit Union Foundation","Not Collected"
61232,12/31/2013 0:00:00,15593,"PEORIA HIWAY",3118,11/21/2012 0:00:00,2450,"Other","Illinois Credit Union Foundation","Not Collected"
61267,12/31/2013 0:00:00,15625,"TEXAS WORKFORCE",492,5/31/2012 0:00:00,1250,"Other","Texas CU Foundation","Program Grant"
61267,12/31/2013 0:00:00,15625,"TEXAS WORKFORCE",3301,2/21/2013 0:00:00,1250,"Other","TCUFoundation","Program Grant"
61359,12/31/2013 0:00:00,15708,"S.T.A.R. COMMUNITY",3443,7/22/2013 0:00:00,3061,"Other","Shapiro Group","Program Grant"
61368,12/31/2013 0:00:00,15716,"SHERWIN WILLIAMS EMP.",3607,12/1/2013 0:00:00,2000,"Other","Illinois CU Foundation","Program Grant"
61416,12/31/2013 0:00:00,15759,"CHIPPEWA COUNTY",342,8/13/2009 0:00:00,5000,"NCUA Technical Assistance Program",,"Not Collected"
61453,12/31/2013 0:00:00,15792,"HI-LAND",683,4/3/2008 0:00:00,5000,"Other","MOUNTAIN AMERICA CREDIT UNION","Not Collected"
61495,12/31/2013 0:00:00,15831,"COMMUNICATING ARTS",343,7/31/2009 0:00:00,2000000,"Community Development Financial Institutions Fund",,"Not Collected"
61495,12/31/2013 0:00:00,15831,"COMMUNICATING ARTS",344,8/15/2010 0:00:00,2500,"NCUA Technical Assistance Program",,"Not Collected"
61495,12/31/2013 0:00:00,15831,"COMMUNICATING ARTS",345,12/13/2010 0:00:00,750000,"Community Development Financial Institutions Fund",,"Not Collected"
61495,12/31/2013 0:00:00,15831,"COMMUNICATING ARTS",346,1/31/2011 0:00:00,3000,"Other","NCUA CDRL Fund","Not Collected"
61495,12/31/2013 0:00:00,15831,"COMMUNICATING ARTS",347,6/21/2011 0:00:00,5000,"Other","NCUA CDRL Fund","Not Collected"
61495,12/31/2013 0:00:00,15831,"COMMUNICATING ARTS",348,6/30/2011 0:00:00,9000,"Other","IRS for VITA","Not Collected"
61495,12/31/2013 0:00:00,15831,"COMMUNICATING ARTS",349,10/21/2011 0:00:00,1500000,"Community Development Financial Institutions Fund",,"Not Collected"
61495,12/31/2013 0:00:00,15831,"COMMUNICATING ARTS",2384,9/27/2012 0:00:00,953806,"Community Development Financial Institutions Fund","","Not Collected"
61495,12/31/2013 0:00:00,15831,"COMMUNICATING ARTS",2385,9/24/2012 0:00:00,3000,"NCUA Technical Assistance Program","","Not Collected"
61495,12/31/2013 0:00:00,15831,"COMMUNICATING ARTS",2386,7/19/2012 0:00:00,9820,"NCUA Technical Assistance Program","","Not Collected"
61495,12/31/2013 0:00:00,15831,"COMMUNICATING ARTS",3290,6/7/2013 0:00:00,10381,"NCUA Technical Assistance Program","","Not Collected"
61497,12/31/2013 0:00:00,15833,"CHAMPAIGN COUNTY SCHOOL EMPLOYEES",499,4/22/2010 0:00:00,2500,"Other","Illinois Credit Union Foundation","Not Collected"
61515,12/31/2013 0:00:00,15849,"FAYETTE COUNTY SCHOOL EMPLOYEES",692,3/18/2009 0:00:00,3000,"NCUA Technical Assistance Program",,"Not Collected"
61515,12/31/2013 0:00:00,15849,"FAYETTE COUNTY SCHOOL EMPLOYEES",693,6/3/2011 0:00:00,670,"Other","Pennsylvania Credit Union Foundation","Not Collected"
61545,12/31/2013 0:00:00,15875,"THREE I",3206,3/20/2013 0:00:00,4000,"Other","Iowa Credit Union Foundation","Not Collected"
61560,12/31/2013 0:00:00,15889,"CHICAGO FIRE OFFICERS' ASSOCIATION",508,4/15/2009 0:00:00,2500,"Association of Credit Union Leagues",,"Not Collected"
61560,12/31/2013 0:00:00,15889,"CHICAGO FIRE OFFICERS' ASSOCIATION",912,4/16/2012 0:00:00,2500,"Association of Credit Union Leagues","","Not Collected"
61560,12/31/2013 0:00:00,15889,"CHICAGO FIRE OFFICERS' ASSOCIATION",3573,4/23/2013 0:00:00,2500,"Association of Credit Union Leagues","","Program Grant"
61566,12/31/2013 0:00:00,15895,"ST. MARK",3112,11/16/2012 0:00:00,800,"Other","Illinois Credit Union League","Not Collected"
61619,12/31/2013 0:00:00,15941,"FINANCIALEDGE COMMUNITY",350,8/29/2011 0:00:00,5000,"Other","Michigan Credit Union Foundation","Not Collected"
61619,12/31/2013 0:00:00,15941,"FINANCIALEDGE COMMUNITY",351,12/28/2011 0:00:00,10000,"National Credit Union Foundation",,"Not Collected"
61641,12/31/2013 0:00:00,15963,"FM FINANCIAL",2389,8/15/2012 0:00:00,21972,"NCUA Technical Assistance Program","","Not Collected"
61641,12/31/2013 0:00:00,15963,"FM FINANCIAL",3529,9/20/2013 0:00:00,46272,"Community Development Financial Institutions Fund","","Program Grant"
61654,12/31/2013 0:00:00,15976,"ST. JULES",517,3/31/2009 0:00:00,1432,"Other","LA WORKS","Not Collected"
61667,12/31/2013 0:00:00,15989,"MENDO LAKE",694,9/29/2011 0:00:00,1500000,"Community Development Financial Institutions Fund",,"Not Collected"
61724,12/31/2013 0:00:00,16041,"LOUISIANA CENTRAL",883,6/28/2011 0:00:00,15000,"NCUA Technical Assistance Program",,"Not Collected"
61908,12/31/2013 0:00:00,16211,"CASE",3410,6/21/2013 0:00:00,3450,"National Credit Union Foundation","","Program Grant"
61917,12/31/2013 0:00:00,16219,"CONSUMERS",3356,7/22/2013 0:00:00,1250,"Other","Iowa Credit Union League Foundation","Not Collected"
61917,12/31/2013 0:00:00,16219,"CONSUMERS",3357,7/5/2013 0:00:00,500,"Cuna","","Not Collected"
61936,12/31/2013 0:00:00,16238,"ENERGY CAPITAL",3350,6/12/2013 0:00:00,750,"Other","National Youth Involvement Board","Pass Through"
61936,12/31/2013 0:00:00,16238,"ENERGY CAPITAL",3351,2/12/2013 0:00:00,2000,"Other","Texas Credit Union Foundation","Pass Through"
61936,12/31/2013 0:00:00,16238,"ENERGY CAPITAL",3352,2/6/2013 0:00:00,300,"Other","Texas Credit Union Foundation","Pass Through"
61986,12/31/2013 0:00:00,16286,"GRATIOT COMMUNITY",3189,8/15/2012 0:00:00,25000,"Other","Community Development Revolving Loan Fund","Not Collected"
62007,12/31/2013 0:00:00,16305,"ELGIN MENTAL HEALTH CENTER",537,7/26/2010 0:00:00,2500,"Other","Illinois Credit Union Foundation","Not Collected"
62007,12/31/2013 0:00:00,16305,"ELGIN MENTAL HEALTH CENTER",1029,5/1/2012 0:00:00,2500,"Other","Illinois Credit Union Foundation","Not Collected"
62044,12/31/2013 0:00:00,16342,"FOUR FLAGS AREA",3284,6/4/2013 0:00:00,2000,"Other","MCUL","Program Grant"
62085,12/31/2013 0:00:00,16381,"U.P. STATE",362,6/24/2011 0:00:00,3000,"Other","National Credit Union Administration","Not Collected"
62085,12/31/2013 0:00:00,16381,"U.P. STATE",363,7/20/2011 0:00:00,7500,"Other","National Credit Union Administration","Not Collected"
62114,12/31/2013 0:00:00,16408,"ARCADE",1869,10/3/2012 0:00:00,370,"Association of Credit Union Leagues","","Not Collected"
62114,12/31/2013 0:00:00,16408,"ARCADE",3385,10/3/2013 0:00:00,514,"Association of Credit Union Leagues","","Program Grant"
62176,12/31/2013 0:00:00,16463,"NORWAY COMMUNITY",910,3/5/2012 0:00:00,2000,"Other","Michigan Credit Union League","Not Collected"
62222,12/31/2013 0:00:00,16504,"THUNDER BAY AREA",367,7/1/2009 0:00:00,7000,"NCUA Technical Assistance Program",,"Not Collected"
62237,12/31/2013 0:00:00,16517,"VILLAGE COMMUNITY",3479,5/3/2013 0:00:00,2000,"Cuna","","Program Grant"
62289,12/31/2013 0:00:00,16564,"ST. GERTRUDE'S",685,6/7/2011 0:00:00,3588,"Other","Financial Education Grant NCUA","Not Collected"
62406,12/31/2013 0:00:00,16675,"BRIDGE",3263,2/28/2013 0:00:00,495,"Association of Credit Union Leagues","","Not Collected"
62406,12/31/2013 0:00:00,16675,"BRIDGE",3264,2/28/2013 0:00:00,495,"Association of Credit Union Leagues","","Not Collected"
62438,12/31/2013 0:00:00,16704,"ALEXANDRIA MUNICIPAL EMPLOYEES",545,1/18/2012 0:00:00,6500,"NCUA Technical Assistance Program",,"Not Collected"
62490,12/31/2013 0:00:00,16755,"MUHLENBERG COMMUNITY HOSPITAL",811,9/1/2010 0:00:00,3800,"NCUA Technical Assistance Program",,"Not Collected"
62504,12/31/2013 0:00:00,16766,"UNIVERSITY OF VA COMMUNITY CU",1248,6/23/2011 0:00:00,2138000,"Other","US Department of Housing and Urban Development","Not Collected"
62524,12/31/2013 0:00:00,16786,"UNITED METHODIST MINISTRIES",3391,4/11/2013 0:00:00,3000,"Association of Credit Union Leagues","","Program Grant"
62541,12/31/2013 0:00:00,16801,"S.F. BAY AREA EDUCATORS",698,3/1/2009 0:00:00,2000,"Association of Credit Union Leagues",,"Not Collected"
62541,12/31/2013 0:00:00,16801,"S.F. BAY AREA EDUCATORS",699,6/30/2011 0:00:00,1000,"Association of Credit Union Leagues",,"Not Collected"
62541,12/31/2013 0:00:00,16801,"S.F. BAY AREA EDUCATORS",3402,7/24/2013 0:00:00,1000,"Association of Credit Union Leagues","","Program Grant"
62590,12/31/2013 0:00:00,16849,"ELECTRO SAVINGS",3504,9/24/2013 0:00:00,1347000,"US General Services Administration","","Program Grant"
62624,12/31/2013 0:00:00,16882,"ST. JAMES PARISH",3244,5/7/2013 0:00:00,198,"Association of Credit Union Leagues","","Not Collected"
62710,12/31/2013 0:00:00,16967,"PELICAN STATE",553,7/18/2011 0:00:00,962760,"Community Development Financial Institutions Fund",,"Not Collected"
62717,12/31/2013 0:00:00,16974,"OAK LAWN MUNICIPAL EMPLOYEES",913,4/18/2012 0:00:00,1000,"Association of Credit Union Leagues","","Not Collected"
62717,12/31/2013 0:00:00,16974,"OAK LAWN MUNICIPAL EMPLOYEES",3272,4/12/2013 0:00:00,500,"Association of Credit Union Leagues","","Not Collected"
62866,12/31/2013 0:00:00,17119,"NIAGARA FALLS PENN CENTRAL EMPL",3517,4/23/2013 0:00:00,12500,"New York State Credit Union Foundation","","Program Grant"
62882,12/31/2013 0:00:00,17134,"NAVIGANT",3492,3/26/2013 0:00:00,18175,"Other","State of RI and Prov Plantations","Program Grant"
62882,12/31/2013 0:00:00,17134,"NAVIGANT",3493,3/6/2013 0:00:00,2000,"Other","Credit Union Assoc of RI","Program Grant"
62935,12/31/2013 0:00:00,17184,"MONROE",569,10/1/2009 0:00:00,9952,"Other","Enhancing Member services Grant of the CDRLF","Not Collected"
62935,12/31/2013 0:00:00,17184,"MONROE",570,5/2/2011 0:00:00,3000,"Other","Urgent Needs Grant CDRLF","Not Collected"
62974,12/31/2013 0:00:00,17221,"BENT RIVER COMMUNITY",573,5/21/2010 0:00:00,5000,"Other","Iowa Credit Union Foundation","Not Collected"
62998,12/31/2013 0:00:00,17244,"SPOJNIA",3384,7/31/2013 0:00:00,4777,"Other","Pennsylvania Credit Union Foundation","Program Grant"
63124,12/31/2013 0:00:00,17366,"1ST GATEWAY",2087,7/2/2012 0:00:00,2500,"Other","Iowa Credit Union Foundation","Not Collected"
63199,12/31/2013 0:00:00,17441,"LINCOLN  COUNTY",695,7/17/2009 0:00:00,7000,"Other","NCUA","Program Grant"
63199,12/31/2013 0:00:00,17441,"LINCOLN  COUNTY",696,7/21/2009 0:00:00,3000,"Other","NCUA","Program Grant"
63199,12/31/2013 0:00:00,17441,"LINCOLN  COUNTY",697,7/20/2010 0:00:00,4044,"National Credit Union Foundation","","Program Grant"
63199,12/31/2013 0:00:00,17441,"LINCOLN  COUNTY",3614,10/18/2013 0:00:00,1500,"Other","NCUA","Program Grant"
63213,12/31/2013 0:00:00,17455,"OTTAWA HIWAY",3240,4/11/2013 0:00:00,2500,"Other","ICU Foundation","Not Collected"
63249,12/31/2013 0:00:00,17490,"HEALTH CARE FAMILY",3600,10/17/2013 0:00:00,15000,"Other","FHLB Des Moines","Program Grant"
63337,12/31/2013 0:00:00,17576,"RIVER CITIES COMMUNITY",598,8/10/2012 0:00:00,10656,"NCUA Technical Assistance Program","","Not Collected"
63337,12/31/2013 0:00:00,17576,"RIVER CITIES COMMUNITY",3413,5/7/2013 0:00:00,10565,"NCUA Technical Assistance Program","","Program Grant"
63368,12/31/2013 0:00:00,17607,"MEMBERS ""FIRST"" COMMUNITY",3256,6/1/2013 0:00:00,750,"Other","Illinois Credit Union League","Program Grant"
63368,12/31/2013 0:00:00,17607,"MEMBERS ""FIRST"" COMMUNITY",3257,4/1/2013 0:00:00,500,"Other","Illinois Credit Union League","Program Grant"
63389,12/31/2013 0:00:00,17627,"COMMUNITY FINANCIAL",3452,8/27/2013 0:00:00,5000,"Other","NCUA-Office of Small CU Initiatives","Program Grant"
63447,12/31/2013 0:00:00,17685,"COMMUNITY",3478,8/28/2013 0:00:00,2500,"Other","NCUA, Multi-Initiative Grant","Program Grant"
63459,12/31/2013 0:00:00,17697,"WILLIAMSON COUNTY CATHOLIC",602,10/20/2004 0:00:00,7000,"Other","Emerging Credit Union Program","Not Collected"
63468,12/31/2013 0:00:00,17705,"VALLEY EDUCATORS",3318,4/29/2013 0:00:00,775,"Association of Credit Union Leagues","","Not Collected"
63468,12/31/2013 0:00:00,17705,"VALLEY EDUCATORS",3498,9/6/2013 0:00:00,1066,"Association of Credit Union Leagues","","Program Grant"
63468,12/31/2013 0:00:00,17705,"VALLEY EDUCATORS",3499,8/27/2013 0:00:00,2990,"Other","Office of Small Credit Union Initiative","Program Grant"
63468,12/31/2013 0:00:00,17705,"VALLEY EDUCATORS",3500,7/12/2013 0:00:00,1367,"Association of Credit Union Leagues","","Program Grant"
63532,12/31/2013 0:00:00,17769,"ATOMIC",3652,12/4/2013 0:00:00,9945,"Other","OHIO CREDIT UNION FOUNDATION","Program Grant"
63532,12/31/2013 0:00:00,17769,"ATOMIC",3653,8/27/2013 0:00:00,6290,"Other","NCUA OFFICE OF SMALL CU INITIATIVES","Program Grant"
63597,12/31/2013 0:00:00,17831,"UNITED",3388,9/19/2013 0:00:00,597000,"Other","CDFI","Program Grant"
63630,12/31/2013 0:00:00,17863,"ATCHISON VILLAGE",3335,2/19/2013 0:00:00,3820,"Other","California Credit Union League/Shapiro Group Technology Grant","Not Collected"
63704,12/31/2013 0:00:00,17934,"MOUNTAIN RIVER",701,8/15/2011 0:00:00,4000,"NCUA Technical Assistance Program",,"Not Collected"
63789,12/31/2013 0:00:00,18017,"ALLIANCE",3518,9/26/2013 0:00:00,874500,"Community Development Financial Institutions Fund","","Subsidy for Risk or ALL"
64029,12/31/2013 0:00:00,18257,"SANTA CRUZ COMMUNITY",520,6/30/2009 0:00:00,2000000,"Community Development Financial Institutions Fund",,"Not Collected"
64029,12/31/2013 0:00:00,18257,"SANTA CRUZ COMMUNITY",521,8/19/2010 0:00:00,750000,"Community Development Financial Institutions Fund",,"Not Collected"
64029,12/31/2013 0:00:00,18257,"SANTA CRUZ COMMUNITY",1292,6/1/2012 0:00:00,133500,"Other","Opportunity Finance Network (OFN)","Not Collected"
64029,12/31/2013 0:00:00,18257,"SANTA CRUZ COMMUNITY",1293,6/2/2011 0:00:00,5000,"National Federation of Community Development CUs","","Not Collected"
64029,12/31/2013 0:00:00,18257,"SANTA CRUZ COMMUNITY",2745,9/24/2012 0:00:00,96500,"Other","Opportunity Finance Network (OFN)","Not Collected"
64034,12/31/2013 0:00:00,18262,"GREATER KINSTON",688,11/15/2009 0:00:00,208000,"Other","NORTH CAROLINA MINORITY SUPPORT","Not Collected"
64034,12/31/2013 0:00:00,18262,"GREATER KINSTON",689,7/30/2010 0:00:00,260000,"Other","NC MINORITY SUPPORT CENETER","Not Collected"
64034,12/31/2013 0:00:00,18262,"GREATER KINSTON",690,10/1/2010 0:00:00,597000,"Community Development Financial Institutions Fund",,"Not Collected"
64034,12/31/2013 0:00:00,18262,"GREATER KINSTON",691,8/15/2011 0:00:00,94692,"Other","THE SUPPORT CENTER","Not Collected"
64122,12/31/2013 0:00:00,18350,"VALLEY OAK",1844,8/15/2012 0:00:00,25000,"Community Development Financial Institutions Fund","","Not Collected"
64166,12/31/2013 0:00:00,18394,"MARION AND POLK SCHOOLS",772,6/30/2010 0:00:00,5000,"Other","Oregon Credit Union Foundation","Program Grant"
64222,12/31/2013 0:00:00,18450,"SOUTH CENTRAL MISSOURI",3405,9/24/2013 0:00:00,100000,"Other","U.S. Dept of Treasury Community Development Financial Institutions Fund","Program Grant"
64252,12/31/2013 0:00:00,18480,"FELLOWSHIP BAPTIST CHURCH",681,4/18/2008 0:00:00,2400,"Other","ILLINOIS CREDIT UNION FOUNDATION","Not Collected"
64308,12/31/2013 0:00:00,18536,"VILLAGE",3482,12/31/2012 0:00:00,3000,"Other","Iowa Credit Union Foundation","Program Grant"
64309,12/31/2013 0:00:00,18537,"SAN GABRIEL VALLEY POSTAL",3624,11/27/2013 0:00:00,2500,"Other","Shapiro Group","Program Grant"
64412,12/31/2013 0:00:00,18640,"FIRST AMERICAN",704,7/17/2009 0:00:00,4995,"NCUA Technical Assistance Program",,"Not Collected"
64418,12/31/2013 0:00:00,18646,"VERIDIAN",3588,6/20/2013 0:00:00,20343,"Other","United Way","Program Grant"
64460,12/31/2013 0:00:00,18688,"FAIRMONT VILLAGE",3519,8/27/2013 0:00:00,15000,"NCUA Technical Assistance Program","","Program Grant"
64543,12/31/2013 0:00:00,18771,"CITY OF UKIAH EMPLOYEES",3609,9/1/2013 0:00:00,5000,"Other","California Credit Union League","Program Grant"
64690,12/31/2013 0:00:00,18918,"HOLY ROSARY",705,10/3/2009 0:00:00,12800,"NCUA Technical Assistance Program",,"Not Collected"
64690,12/31/2013 0:00:00,18918,"HOLY ROSARY",706,8/13/2010 0:00:00,5000,"NCUA Technical Assistance Program",,"Not Collected"
64690,12/31/2013 0:00:00,18918,"HOLY ROSARY",707,8/25/2010 0:00:00,7072,"NCUA Technical Assistance Program",,"Not Collected"
64690,12/31/2013 0:00:00,18918,"HOLY ROSARY",708,3/23/2011 0:00:00,15000,"Other","Catholic Charities - CES III","Not Collected"
64690,12/31/2013 0:00:00,18918,"HOLY ROSARY",709,6/30/2011 0:00:00,5000,"National Credit Union Foundation",,"Not Collected"
64690,12/31/2013 0:00:00,18918,"HOLY ROSARY",710,6/30/2011 0:00:00,30000,"National Federation of Community Development CUs",,"Not Collected"
64690,12/31/2013 0:00:00,18918,"HOLY ROSARY",711,6/30/2011 0:00:00,45000,"Other","CCHD - Catholic Campaign for Human Development","Not Collected"
64690,12/31/2013 0:00:00,18918,"HOLY ROSARY",712,7/15/2011 0:00:00,5000,"NCUA Technical Assistance Program",,"Not Collected"
64690,12/31/2013 0:00:00,18918,"HOLY ROSARY",713,7/18/2011 0:00:00,93044,"Community Development Financial Institutions Fund",,"Not Collected"
64690,12/31/2013 0:00:00,18918,"HOLY ROSARY",714,9/1/2011 0:00:00,7500,"NCUA Technical Assistance Program",,"Not Collected"
64690,12/31/2013 0:00:00,18918,"HOLY ROSARY",715,10/6/2011 0:00:00,10912,"National Credit Union Foundation",,"Not Collected"
64690,12/31/2013 0:00:00,18918,"HOLY ROSARY",2256,6/30/2012 0:00:00,65000,"Other","Catholic Campaign for Human Development","Not Collected"
64690,12/31/2013 0:00:00,18918,"HOLY ROSARY",3329,6/30/2013 0:00:00,6000,"National Federation of Community Development CUs","","Not Collected"
64690,12/31/2013 0:00:00,18918,"HOLY ROSARY",3330,6/30/2013 0:00:00,75000,"Other","Catholic Campaign for Human Development","Not Collected"
64690,12/31/2013 0:00:00,18918,"HOLY ROSARY",3331,6/1/2013 0:00:00,8600,"National Credit Union Foundation","","Not Collected"
64690,12/31/2013 0:00:00,18918,"HOLY ROSARY",3464,8/25/2013 0:00:00,1200,"NCUA Technical Assistance Program","","Program Grant"
64691,12/31/2013 0:00:00,18919,"JOPLIN METRO",3532,9/24/2013 0:00:00,85000,"Community Development Financial Institutions Fund","","Program Grant"
64970,12/31/2013 0:00:00,19198,"UNIVERSAL 1",702,3/31/2009 0:00:00,10516,"Other","Ohio Credit Union League Foundation","Not Collected"
65208,12/31/2013 0:00:00,19436,"NATCO",3103,10/2/2012 0:00:00,313606,"Community Development Financial Institutions Fund","","Program Grant"
65208,12/31/2013 0:00:00,19436,"NATCO",3289,6/5/2013 0:00:00,8000,"National Credit Union Foundation","","Program Grant"
65208,12/31/2013 0:00:00,19436,"NATCO",3490,8/30/2013 0:00:00,69985,"Other","United Way","Program Grant"
65230,12/31/2013 0:00:00,19458,"PARISH MEMBERS",3098,4/21/2012 0:00:00,2500,"Association of Credit Union Leagues","","Not Collected"
65231,12/31/2013 0:00:00,19459,"PILGRIM BAPTIST",743,4/14/2011 0:00:00,2475,"Association of Credit Union Leagues",,"Not Collected"
65231,12/31/2013 0:00:00,19459,"PILGRIM BAPTIST",3656,12/9/2013 0:00:00,1100,"Association of Credit Union Leagues","","Pass Through"
65348,12/31/2013 0:00:00,19576,"BELL COMMUNITY",762,8/17/2010 0:00:00,1100,"Other","Illinois Credit Union League","Not Collected"
65348,12/31/2013 0:00:00,19576,"BELL COMMUNITY",763,1/15/2012 0:00:00,1000,"Other","Illinois Credit Union League","Not Collected"
65348,12/31/2013 0:00:00,19576,"BELL COMMUNITY",3146,11/16/2012 0:00:00,2500,"Other","ICUL Foundation","Not Collected"
65348,12/31/2013 0:00:00,19576,"BELL COMMUNITY",3364,4/16/2013 0:00:00,500,"Other","ICUL Foundation","Not Collected"
65348,12/31/2013 0:00:00,19576,"BELL COMMUNITY",3539,9/10/2013 0:00:00,1500,"Other","ICUL Foundation","Program Grant"
65348,12/31/2013 0:00:00,19576,"BELL COMMUNITY",3540,8/12/2013 0:00:00,1000,"Other","ICUL Foundation","Program Grant"
65388,12/31/2013 0:00:00,19616,"COMMUNITY C.U. OF SO. HUMBOLDT",546,7/18/2011 0:00:00,250258,"Community Development Financial Institutions Fund",,"Not Collected"
65452,12/31/2013 0:00:00,19680,"PERU MUNICIPAL",1911,8/25/2012 0:00:00,2500,"Association of Credit Union Leagues","","Not Collected"
65471,12/31/2013 0:00:00,19699,"GUADALUPE PARISH",2152,8/15/2012 0:00:00,18513,"Other","NCUA Small Credit Union Initiatives","Program Grant"
65471,12/31/2013 0:00:00,19699,"GUADALUPE PARISH",3618,8/15/2013 0:00:00,15000,"Other","NCUA Small Credit Union Initiatives","Program Grant"
65484,12/31/2013 0:00:00,19712,"ST. JUDE",3601,11/22/2013 0:00:00,1100,"Other","Illinois Credit Union League","Program Grant"
65624,12/31/2013 0:00:00,19848,"SANGAMO CHAPTER",3432,8/29/2013 0:00:00,3000,"Other","Illinois Credit Union Foundation","Program Grant"
65636,12/31/2013 0:00:00,19860,"ST. MARY",3604,11/20/2013 0:00:00,6645,"Other","Ncua Urgent Need Initiative OSCUI","Program Grant"
65742,12/31/2013 0:00:00,19965,"SOUTHERN ILLINOIS AREA",886,4/22/2010 0:00:00,1750,"Other","Illinois Credit Union  League","Not Collected"
65760,12/31/2013 0:00:00,19983,"IRSE",3400,8/16/2013 0:00:00,1325,"Other","Illinois Credit Union Foundation","Program Grant"
65795,12/31/2013 0:00:00,20018,"MENARD",1919,8/21/2012 0:00:00,2500,"Other","Illinois Credit Union Foundation","Not Collected"
65840,12/31/2013 0:00:00,20063,"I.B.E.W. LOCAL #146",3608,11/19/2013 0:00:00,2000,"Other","Illinois Credit Union League","Program Grant"
65841,12/31/2013 0:00:00,20064,"DECATUR POSTAL",777,9/13/2011 0:00:00,1500,"Other","Illinois Credit Union League foundation","Not Collected"
65962,12/31/2013 0:00:00,20185,"ELECTRICAL WORKERS",3626,11/19/2013 0:00:00,2000,"Association of Credit Union Leagues","","Pass Through"
65995,12/31/2013 0:00:00,20218,"MERCER",1849,8/21/2012 0:00:00,2500,"Other","Il Credit Union Foundation","Not Collected"
66149,12/31/2013 0:00:00,20372,"GUADALUPE",3141,8/15/2012 0:00:00,10000,"National Credit Union Foundation","","Program Grant"
66149,12/31/2013 0:00:00,20372,"GUADALUPE",3142,8/6/2012 0:00:00,253806,"Community Development Financial Institutions Fund","","Capital- unrestricted donation to equity"
66149,12/31/2013 0:00:00,20372,"GUADALUPE",3484,9/24/2013 0:00:00,597000,"Community Development Financial Institutions Fund","","Capital- unrestricted donation to equity"
66155,12/31/2013 0:00:00,20378,"PEOPLES",3419,7/8/2013 0:00:00,2700,"Association of Credit Union Leagues","","Program Grant"
66252,12/31/2013 0:00:00,20475,"QUESTA",718,4/9/2010 0:00:00,5132,"NCUA Technical Assistance Program",,"Not Collected"
66258,12/31/2013 0:00:00,20481,"SELF-HELP",717,9/27/2011 0:00:00,1500000,"Community Development Financial Institutions Fund",,"Not Collected"
66296,12/31/2013 0:00:00,20519,"ST. HELENA PARISH",3636,12/4/2013 0:00:00,1200,"Association of Credit Union Leagues","","Program Grant"
66300,12/31/2013 0:00:00,20523,"IMPERIAL",2341,11/18/2011 0:00:00,500,"Other","ILLINOIS CREDIT UNION FOUNDATION","Not Collected"
66310,12/31/2013 0:00:00,20533,"STATE EMPLOYEES'",3429,10/1/2012 0:00:00,233000,"Other","Department of the Treasury - Internal Revenue Service","Program Grant"
66310,12/31/2013 0:00:00,20533,"STATE EMPLOYEES'",3584,10/31/2013 0:00:00,240000,"Other","Department of the Treasury - Internal Revenue Service","Program Grant"
66333,12/31/2013 0:00:00,20555,"DESTINATIONS CREDIT UNION",555,5/10/2013 0:00:00,750,"Other","Credit Union Foundation of MD & DC, Inc","Program Grant"
66337,12/31/2013 0:00:00,20559,"INDUSTRIAL CU OF WHATCOM COUNTY",719,9/26/2011 0:00:00,1500000,"Other","Deptartment of US Treasury (CDFI)","Not Collected"
66357,12/31/2013 0:00:00,20579,"DELTA COMMUNITY",720,4/16/2008 0:00:00,10000,"Other","Federal Home Loan Bank","Not Collected"
66357,12/31/2013 0:00:00,20579,"DELTA COMMUNITY",721,7/20/2009 0:00:00,10000,"Other","Federal Home Loan Bank","Not Collected"
66357,12/31/2013 0:00:00,20579,"DELTA COMMUNITY",722,8/6/2009 0:00:00,10000,"Other","Federal Home Loan Bank","Not Collected"
66370,12/31/2013 0:00:00,20592,"SCOTT",3623,2/13/2013 0:00:00,1500,"Other","AFFN","Pass Through"
66399,12/31/2013 0:00:00,20621,"HARBORSTONE",3620,7/1/2013 0:00:00,56000,"Other","City of Tacoma","Program Grant"
